From	To
Q59034	1452549
Q59054	1452569
Q59110	24793962
Q59385	946106
Q59470	61341127
Q59471	61341126
Q59472	61341125
Q59475	56936770
Q59475	60920177
Q59646	882200
Q59801	3919026
Q59947	60233287
Q59NQ5	3647061
Q59RG5	3645964
Q59T47	3645563
Q59VG6	3644776
Q59XV1	3643961
Q5A1B0	3642803
Q5A3V6	3642062
Q5A4X3	3641566
Q5A6L6	3641011
Q5A868	3640426
Q5A9B2	3640086
Q5AB99	3639292
Q5ABC5	3639382
Q5AEI0	3638382
Q5AIA2	3636815
Q5AJX2	3636529
Q5AJZ3	3636399
Q5AK66	3636515
Q5AME8	3635674
Q5ANA9	3635232
Q5ANJ0	3635263
Q5APF3	3634762
Q5ATC7	2868742
Q5AUG0	2869167
Q5AUX2	2869048
Q5AVP8	2869380
Q5AVY9	2869670
Q5AWF5	2870035
Q5AWX6	2869952
Q5AZ53	2871320
Q5B027	2870778
Q5B0P5	2870769
Q5B0P7	2870768
Q5B192	2871978
Q5B1W7	2871754
Q5B2E8	2871574
Q5B2G3	2871558
Q5B3G7	2872714
Q5B3W9	2872560
Q5B5D5	2873658
Q5B7X2	2874351
Q5B8L8	2873996
Q5BAJ5	2874699
Q5BCY6	2875701
Q5BDC1	2875312
Q5BEH0	2876835
Q5BJZ6	293871
Q5BL07	71382
Q5BLY5	411830
Q5CB51	5720115
Q5CPE7	3375632
Q5CPU3	3372423
Q5CRI9	3373203
Q5CSE7	3371710
Q5CSM7	3371357
Q5CV33	3373805
Q5CWT5	3375735
Q5CXD0	3376108
Q5CYP8	3372249
Q5D7Y2	103402727
Q5D7Y2	103416465
Q5DQU3	48581480
Q5DRK1	613267
Q5DT24	503545
Q5E6G3	58210153
Q5E924	838199
Q5E9F2	513221
Q5EBM0	129607
Q5EG47	105787
Q5EGZ1	302668
Q5F659	57106150
Q5F6F3	57105982
Q5F809	57107263
Q5F8Y9	57105514
Q5F957	57105585
Q5FB27	102131116
Q5FI04	56943418
Q5FJM0	56942862
Q5FK48	56942694
Q5FK51	56942691
Q5FKM3	56942516
Q5FL96	56942284
Q5FMB7	56941867
Q5FMT1	56941707
Q5FZI9	490189
Q5G1U0	542209
Q5GA10	337685
Q5GA12	337685
Q5GJ59	542156
Q5GJ60	542688
Q5GKZ7	548005
Q5HE13	58068049
Q5HE75	58067979
Q5HNV1	50018602
Q5HQ78	50019072
Q5HYK3	84274
Q5HZI3	226518
Q5I0A2	496942
Q5I598	497032
Q5I6M3	103439704
Q5I6M4	103432365
Q5IRC0	57939180
Q5J2Q9	544653
Q5J7B5	812395
Q5JD03	3235225
Q5JD38	3234336
Q5JDA3	3234755
Q5JDA9	3234721
Q5JDJ1	3233674
Q5JDJ7	3234278
Q5JFG7	3233665
Q5JFK3	3234612
Q5JFV8	3235923
Q5JFW0	3235936
Q5JFZ8	3234020
Q5JGC2	3234733
Q5JGC7	3235624
Q5JH70	3233938
Q5JHF1	3235456
Q5JHT1	3234510
Q5JI09	3233736
Q5JI69	3234058
Q5JIA9	3234451
Q5JID5	3234699
Q5JIJ6	3234320
Q5JIT6	3235651
Q5JIZ3	3234997
Q5JIZ8	3235144
Q5JJ26	3235615
Q5JJ59	3234467
Q5JJ82	3234484
Q5JN09	4326895
Q5JTZ9	57505
Q5JZR0	475316
Q5K8R6	3254907
Q5KAF1	3254335
Q5KFH8	3258191
Q5KHK5	3257042
Q5KIZ1	3257135
Q5KPK7	3253595
Q5KQI6	4339123
Q5KSL6	139189
Q5L2C2	58927348
Q5L2F2	58927316
Q5L868	60365807
Q5L868	61598390
Q5LBE2	60367655
Q5LBE2	61597221
Q5LGP1	60366782
Q5LH16	60368732
Q5LH16	61595431
Q5LH66	60370042
Q5LH68	60366585
Q5LH68	61595382
Q5LI17	60367960
Q5LI17	61595071
Q5LIW1	60368308
Q5LIW1	61594764
Q5M2Y4	31938343
Q5M757	826193
Q5M819	304429
Q5M886	287406
Q5MPP0	338521
Q5MY95	377841
Q5N800	4327178
Q5N942	4324934
Q5NBP9	4324264
Q5NCY0	216850
Q5NDL2	285203
Q5NEQ5	60806669
Q5NLA9	58027582
Q5NM63	58027292
Q5NM65	58027289
Q5NM88	58027270
Q5NNF0	58026911
Q5NP67	58026673
Q5PPH0	305177
Q5PRC6	494099
Q5QE78	316421
Q5QE79	316424
Q5QE80	493909
Q5QN75	4324023
Q5R5J5	100174691
Q5RBE8	100174413
Q5RGL8	568713
Q5RKL4	245961
Q5S7Y5	5715343
Q5SDQ0	103651303
Q5SE95	3513640
Q5SGK3	213043
Q5SGX1	3169713
Q5SGZ3	3167938
Q5SHB0	3168504
Q5SHB9	3169743
Q5SHF9	3169433
Q5SHI8	3169751
Q5SHX3	3169786
Q5SHZ3	3168507
Q5SI56	3169745
Q5SI58	3168698
Q5SID2	3169920
Q5SIJ1	3169501
Q5SIM4	3168857
Q5SIM6	3169359
Q5SIV0	3169906
Q5SJ01	3169025
Q5SJ15	3167947
Q5SJ65	3169333
Q5SJ79	3168993
Q5SJ80	3169672
Q5SJB8	3168967
Q5SJC3	3168119
Q5SJC4	3168165
Q5SJC8	3168182
Q5SJF8	3169915
Q5SJG5	3169992
Q5SJI2	3168900
Q5SJM8	3169090
Q5SJP8	3170066
Q5SK23	3169880
Q5SK40	3169155
Q5SK66	3169148
Q5SKA7	3170109
Q5SKC5	3169183
Q5SKH2	3169215
Q5SKM2	3168074
Q5SKR5	3168643
Q5SKS6	3170007
Q5SKT5	3169137
Q5SKT7	3169130
Q5SL02	3169079
Q5SL12	3168875
Q5SL15	3168466
Q5SLB4	3169998
Q5SLC4	3168644
Q5SLE7	3168679
Q5SLF2	3168878
Q5SLG5	3169694
Q5SLG6	3168076
Q5SLJ4	3168694
Q5SLK3	3169438
Q5SLQ6	3168163
Q5SLS3	3169396
Q5SM16	3168939
Q5SQI0	79969
Q5SVQ0	217127
Q5T3U5	89845
Q5T447	79654
Q5T6J7	414328
Q5TAX3	23318
Q5TBB1	79621
Q5TCX8	84451
Q5TCY1	84630
Q5U2W9	361751
Q5U367	288583
Q5U3I6	492476
Q5U4Z6	495408
Q5U5Q3	51320
Q5U924	57299655
Q5U925	57299656
Q5UAH0	3494985
Q5UB06	25493246
Q5UP71	9925243
Q5UQL3	9925039
Q5UY95	40153860
Q5V4T7	40154703
Q5VK60	100861166
Q5VNN5	4326576
Q5VP94	4341387
Q5VT66	64757
Q5VTR2	56254
Q5VVQ6	55432
Q5VVY1	149281
Q5VYS8	79670
Q5VZY2	196051
Q5X1A3	57036792
Q5XAP6	57853030
Q5XBL7	57852842
Q5XET5	818559
Q5XF03	828140
Q5XG87	11044
Q5XI55	361014
Q5XIF5	58970
Q5XPV2	61469718
Q5YLC2	5726396
Q5YRJ2	61134977
Q5YTV5	61134239
Q5YWK5	61133331
Q5YXQ1	61132954
Q5Z5R4	4341347
Q5Z8T3	4341305
Q5ZJ06	422332
Q5ZMQ8	418983
Q5ZSD5	57036583
Q5ZT49	57036308
Q5ZU17	57035984
Q5ZUR9	57035712
Q5ZVC1	57035508
Q5ZVH3	57035457
Q5ZWG6	57035107
Q5ZWR1	57035012
Q5ZXE1	57034780
Q5ZYK9	57034366
Q5ZZB6	57034103
Q5ZZJ8	57034018
Q60592	17776
Q60700	26404
Q60715	18451
Q60759	270076
Q60935	11870
Q60GC1	4327899
Q60HE5	102117536
Q61006	18198
Q61153	13370
Q61176	11846
Q61188	14056
Q61193	19732
Q61205	18476
Q61239	14272
Q61263	20652
Q61285	26874
Q61391	17380
Q61503	23959
Q61526	13867
Q61576	14230
Q61586	14732
Q61609	20515
Q61753	236539
Q61768	16573
Q61846	17279
Q61907	18618
Q62073	26409
Q62086	330260
Q62087	269823
Q62167	13205
Q62600	24600
Q62651	64526
Q62658	25639
Q62696	25252
Q62921	60383
Q62967	81726
Q62JA4	56595962
Q62L02	56595374
Q62WE3	3030393
Q63009	60421
Q63120	25303
Q63159	29309
Q63270	50655
Q63704	25756
Q63716	117254
Q63880	382053
Q63886	394436
Q63I03	56598374
Q63ME6	56530839
Q63RY4	56596419
Q63SZ2	56595962
Q63TL3	56595497
Q63ZG3	494813
Q640M6	233552
Q64176	13897
Q64214	44129143
Q64230	25684
Q64232	191576
Q64237	13166
Q64285	12613
Q64311	18203
Q64374	19733
Q64410	100729670
Q64435	94284
Q64455	19271
Q64459	13112
Q64467	14447
Q64521	14571
Q64560	81815
Q64565	83784
Q64610	84050
Q64666	25120
Q64669	18104
Q64687	20449
Q65163	22220303
Q65194	22220355
Q652L6	4347885
Q653T6	4341844
Q65D11	3030990
Q65DN5	3027752
Q65EX3	3028664
Q65GW7	3027481
Q65J10	3031327
Q65JC2	3031168
Q65JI9	3031075
Q65KZ6	3030393
Q65LN0	3030063
Q65MI2	3029603
Q65MU7	3031089
Q65MY7	3030876
Q65N98	3030198
Q65NN2	3027308
Q65NY1	3027975
Q66A71	49785742
Q66A71	57976332
Q66CJ2	49786506
Q66GM9	828160
Q66WM4	3510576
Q67C39	8272569
Q67UF5	4347226
Q67W82	4341718
Q67WN8	4341642
Q67YC0	843632
Q67ZE1	817166
Q67ZM7	835969
Q688T8	4339718
Q68CI2	448806
Q68CP4	138050
Q68DV7	54894
Q68EI3	445479
Q68F30	447323
Q68FP2	312086
Q68FS4	289668
Q68FT9	363285
Q68J69	109625184
Q69P84	4347172
Q69RJ0	4344164
Q69T99	4346656
Q69TB1	4346651
Q69ZF3	230101
Q69ZN6	432486
Q6A548	403412
Q6AVT2	4334020
Q6AX64	397789
Q6AZR2	446626
Q6AZU6	446479
Q6B0I6	55693
Q6BD07	4325604
Q6BDZ9	4350502
Q6BF16	2847766
Q6BF17	2847765
Q6BF17	61752845
Q6BHG6	2905296
Q6BN88	8998839
Q6BQB6	2902658
Q6BRX5	2901210
Q6C0L7	2908759
Q6C286	2908981
Q6C2Y4	2907702
Q6C3R2	2911905
Q6C598	2911786
Q6C5L8	2911643
Q6C5M4	2911637
Q6C5X9	2911503
Q6C704	2912214
Q6C8V3	2910208
Q6C9V5	2910950
Q6CEP8	2906990
Q6CF55	2906773
Q6CLY8	2894336
Q6CP22	2894264
Q6CUV2	2891856
Q6CZ24	57211022
Q6CZ26	57211020
Q6D395	57208464
Q6D8V3	57207612
Q6DBD7	834664
Q6DFD1	446395
Q6DFQ9	448511
Q6DFW5	76295
Q6DHJ3	436885
Q6DLV0	5075727
Q6DMQ8	107823061
Q6DR03	817930
Q6DRC0	445405
Q6DRN0	378844
Q6E1M8	245532
Q6E213	158835
Q6EMC0	543871
Q6ESJ0	4330235
Q6ETK2	4328506
Q6EUU8	45426276
Q6F7Q1	45235445
Q6F828	45235309
Q6FAK7	45234443
Q6FBP5	45234062
Q6FF00	45232912
Q6FFQ0	45232653
Q6FFQ1	45232652
Q6FFQ2	45232650
Q6FJA3	2891742
Q6FTZ7	2887779
Q6FU20	2887607
Q6FV03	2887447
Q6FXA8	2886523
Q6G468	56536340
Q6GMC5	444490
Q6GMV3	391356
Q6GQM2	431716
Q6H5L4	4346885
Q6H627	4330146
Q6H6C7	4328435
Q6H6P8	4329532
Q6HA08	431705
Q6HFB0	59155806
Q6HFB0	61735258
Q6I681	100273009
Q6I7B6	3233830
Q6IAQ1	10434
Q6IB77	10249
Q6IMX8	192272
Q6IN16	81643
Q6IP81	432332
Q6IQ55	146057
Q6IQV5	64263
Q6IWZ0	100533346
Q6J1L7	544308
Q6J1Y9	361190
Q6J213	5716547
Q6JHU8	414142
Q6K2E8	4329450
Q6K6Z5	4331185
Q6K848	4331059
Q6K9M5	4330975
Q6KZ98	2845158
Q6KZB1	2845209
Q6L047	2844646
Q6L0Y1	2844096
Q6L1T2	2844873
Q6L1T9	2845318
Q6L285	2844486
Q6L2I5	2844689
Q6L2R8	2843916
Q6L2X5	2844502
Q6L2Z7	2845233
Q6LBN9	59692520
Q6LFH8	3885911
Q6LWM0	2762371
Q6LXC8	2761329
Q6LXJ6	2762465
Q6LXQ3	2761287
Q6LYB4	2762645
Q6LYG0	41279602
Q6LYT8	2762280
Q6LZC3	2761881
Q6LZC4	2761897
Q6LZM9	2762564
Q6M0B9	2762080
Q6MG60	294239
Q6MWY3	887578
Q6NGB6	29421475
Q6NKR2	835762
Q6NLQ7	816777
Q6NLQ8	835882
Q6NMA7	823875
Q6NN40	36022
Q6NPM8	830067
Q6NQ66	819288
Q6NQA8	837986
Q6NQI8	837919
Q6NQJ6	830864
Q6NQK8	841957
Q6NQL4	838203
Q6NRY0	432000
Q6NS38	121642
Q6NUA1	407754
Q6NUI2	150763
Q6NVG1	99010
Q6NY42	406624
Q6NY97	405800
Q6NYI5	406358
Q6NYT8	404621
Q6NZT7	403005
Q6NZX3	4907
Q6P0K4	322780
Q6P1H1	225912
Q6P1Y8	234515
Q6P2P2	90826
Q6P2U2	30354
Q6P4A8	79887
Q6P4F1	84750
Q6P4Q7	26504
Q6P549	16332
Q6P587	81889
Q6P5C5	71726
Q6P5E8	110524
Q6P7B9	83792
Q6P7S1	84431
Q6P988	147111
Q6P9A2	374378
Q6P9U9	301005
Q6PA81	398911
Q6PBS3	393745
Q6PBW5	393724
Q6PC58	324015
Q6PCM1	104263
Q6PDX6	66743
Q6PF06	158234
Q6PF93	225326
Q6PGB8	93761
Q6PH71	393549
Q6PH75	406645
Q6PHR2	25989
Q6PHW0	389434
Q6PI42	2879
Q6PI48	55157
Q6PIU2	57552
Q6PIY7	167153
Q6PRU9	67768
Q6PWU2	100232956
Q6Q477	381290
Q6Q4F4	57207916
Q6QD76	107843896
Q6QHC5	123099
Q6QJ55	56327504
Q6QJ55	60671677
Q6QJ78	542162
Q6QMG6	170924
Q6R3Q5	407775
Q6R6P5	58310592
Q6RET7	11405240
Q6RHX7	543916
Q6RHX8	543915
Q6RHX9	544265
Q6RHY0	543914
Q6RHY1	543913
Q6S4W2	3410268
Q6S5C2	214505
Q6SJ61	59692520
Q6SKR2	67768
Q6T707	329065
Q6TA49	403124
Q6TBX7	824479
Q6TEK4	309004
Q6TGC4	353238
Q6TL19	73707
Q6TPH1	827004
Q6UB28	254042
Q6UG58	542548
Q6UK58	56550150
Q6UQ17	67331
Q6UR05	403453
Q6UWR7	133121
Q6UWY0	153642
Q6UX04	10283
Q6VVW9	244209
Q6VVX0	120227
Q6WD22	641504
Q6WD23	641504
Q6WVP6	8340528
Q6WWW4	830017
Q6X5R5	109234024
Q6X898	5721289
Q6XMI3	820321
Q6XMT1	48581996
Q6XMT2	61555785
Q6XQN1	315085
Q6XVW8	61644256
Q6XZ78	542108
Q6XZ79	542107
Q6YGT5	23468834
Q6YGZ1	15442
Q6YTE2	4329723
Q6YV04	4328720
Q6YV88	4329726
Q6Z1Y6	4344423
Q6Z2T6	4330711
Q6Z2X6	4328256
Q6Z3Y3	4344396
Q6Z4E4	4342610
Q6Z4G3	4343849
Q6Z5J6	4329728
Q6Z9A3	4345021
Q6Z9G0	4345685
Q6ZAC1	4345717
Q6ZD89	4344702
Q6ZDE3	4345810
Q6ZFJ3	4328000
Q6ZGW6	4330523
Q6ZH29	4328053
Q6ZHZ1	4345220
Q6ZI95	4346129
Q6ZJ97	4344934
Q6ZLJ9	4342703
Q6ZMG9	253782
Q6ZMT4	80853
Q6ZNA4	54778
Q6ZNB7	392636
Q6ZNE5	22863
Q6ZQ88	99982
Q6ZQB6	227399
Q6ZWT7	129642
Q6ZY51	832706
Q702S3	445728
Q70DU8	841020
Q70G58	4344159
Q711P7	12982778
Q712K3	54926
Q71KT5	73166
Q71S28	107767963
Q71SP7	281152
Q72H39	3168076
Q72IE6	3167928
Q72IR2	3170145
Q72IW9	3169501
Q72JF6	3169398
Q72M68	61143189
Q72M90	61143165
Q72RC1	61141721
Q72SB4	61144770
Q72SG5	61144721
Q72SL8	61144666
Q72V44	61143810
Q72X44	59156897
Q731I1	59155308
Q735A2	59159337
Q735B3	59159348
Q736M3	59160065
Q737F3	59159898
Q737I9	59159393
Q737J4	59159398
Q73KK2	2739492
Q73KL7	2739476
Q73NS6	2739088
Q73NS7	2739087
Q73NS8	2739086
Q73NS9	2740834
Q73NT0	2740833
Q73PV9	2740246
Q73Q47	2741560
Q73QH2	2740518
Q74HC2	61321994
Q74HL8	61321887
Q74LX7	61320282
Q74V64	57976990
Q74ZT8	4623078
Q752P4	4622355
Q756Z6	4621182
Q75IQ9	4337906
Q75JI3	8620316
Q75KR1	4333181
Q75NR7	79456
Q75P26	5998432
Q75T82	692515
Q75V70	107821505
Q75WV3	4330221
Q767F1	692445
Q769J6	279028
Q76EB5	5472661
Q76G15	59683750
Q76GS2	48276379
Q76HM9	300993
Q76HN1	367166
Q76I22	4333818
Q76KA8	3235101
Q76KA9	107765655
Q76KP1	338707
Q76LA6	606508
Q76N89	23072
Q78JN3	69123
Q796C3	939443
Q79FV4	885545
Q7AKF0	1101707
Q7ATH7	58049990
Q7ATH7	61913521
Q7AZX0	49787768
Q7AZX0	57974922
Q7B8V4	56879027
Q7BPB0	62025459
Q7CH76	49786701
Q7CH76	57977318
Q7CHH5	49786539
Q7CHH5	57977149
Q7CIL8	57976450
Q7CIZ1	57976916
Q7CIZ7	57976926
Q7CJ22	49785527
Q7CJ22	57976970
Q7CKD7	49787264
Q7CKD7	57975309
Q7CU96	56373540
Q7D3Z9	56374281
Q7DC80	880504
Q7DC80	881873
Q7DC81	880505
Q7DC81	882029
Q7DD94	61281801
Q7DDQ9	61282038
Q7FAE1	4335093
Q7FAE2	4335092
Q7G065	4326594
Q7G191	839488
Q7G192	823457
Q7G193	832221
Q7JQR3	36464
Q7JRF9	35792
Q7JUS1	35704
Q7JYX2	35707
Q7K237	34215
Q7K2S9	36847
Q7K2Y9	36743
Q7K4C7	117353
Q7K5K9	36844
Q7K6A0	813617
Q7K6A1	813532
Q7KJA9	35486
Q7KML4	35554
Q7KMP8	42802
Q7KNR7	39812
Q7KQK0	811274
Q7KRR5	35527
Q7KWU0	8618519
Q7KZF4	27044
Q7L0Y3	54931
Q7L1T6	51167
Q7L266	80150
Q7L5A8	79152
Q7L5L3	79153
Q7LBC6	51780
Q7LFX5	51363
Q7LWG2	44128257
Q7LX98	44130797
Q7LX99	44130796
Q7LXU0	44129578
Q7LXU6	44129562
Q7M761	244199
Q7MPZ5	61921030
Q7MX71	29256789
Q7MYD0	24170730
Q7N2B2	24170008
Q7N3A2	24170373
Q7N7D2	24167441
Q7NSA6	24946939
Q7NXD4	24949137
Q7NZF6	24946273
Q7P0J9	24948257
Q7PVS6	1280155
Q7PXA7	1281867
Q7QBF7	1273862
Q7QF28	1271984
Q7QF91	1271890
Q7QHB9	1270806
Q7RTV2	221357
Q7RVP6	3872480
Q7RVS8	3876049
Q7RWL3	3872207
Q7RWN7	3872247
Q7RX33	3872471
Q7RXM0	3872738
Q7RY64	3873096
Q7RYZ9	3873454
Q7S0A7	3874127
Q7S0S2	3874312
Q7S2S4	3875107
Q7S3R5	3875538
Q7S3U4	3875525
Q7S857	3877906
Q7S8C9	3877987
Q7SA19	3878562
Q7SA85	3878657
Q7SBJ3	3879137
Q7SCE9	3879715
Q7SEB0	3880510
Q7SEL7	3880615
Q7SFA8	3880889
Q7SFB0	3880916
Q7SHI8	3881723
Q7SI09	3881980
Q7SXK1	323452
Q7SXN1	394021
Q7SXS7	337193
Q7SYY2	379470
Q7SZR0	406651
Q7T291	393393
Q7T2A9	322732
Q7T2J1	566945
Q7T2J2	373882
Q7T2P7	100000775
Q7T322	321587
Q7T3B8	406643
Q7T3T4	378907
Q7TMR0	72461
Q7TMS5	26357
Q7TP52	310201
Q7TPH6	105689
Q7TQC5	66408
Q7TS72	233011
Q7TS91	170768
Q7TSV6	76615
Q7VCL3	54200078
Q7VD39	54199911
Q7VE38	54199535
Q7VXF8	45389029
Q7W4D1	50429953
Q7WFT9	56477328
Q7WWP9	56943018
Q7WY77	2914204
Q7WYV4	3169183
Q7X7I9	544203
Q7X9B3	11407666
Q7XA67	829636
Q7XA86	824302
Q7XAU6	100233107
Q7XB40	542055
Q7XHR3	4343264
Q7XIV4	4344290
Q7XJJ7	836565
Q7XJM2	819107
Q7XJR2	818384
Q7XKF3	4337415
Q7XN11	4336983
Q7XN12	4336982
Q7XR84	4337325
Q7XR89	4336538
Q7XSN8	4336624
Q7XSZ0	4335345
Q7XU02	4336630
Q7XU03	4336629
Q7XXN4	4347748
Q7XYH5	107871044
Q7XZH5	4334535
Q7Y1I7	4334435
Q7Y1I9	4334427
Q7Y4H8	5076799
Q7YTA4	8345605
Q7Z2E3	54840
Q7Z2Z2	79631
Q7Z3E1	25976
Q7Z3V4	89910
Q7Z624	79823
Q7Z6Z7	10075
Q7ZTK9	380235
Q7ZVB4	394043
Q7ZVF2	336473
Q7ZWU2	379784
Q7ZX48	379310
Q7ZYJ3	379163
Q7ZYQ9	379765
Q803C3	393965
Q803T5	387530
Q803Y1	327590
Q805E5	404732
Q80TP3	70790
Q80TQ2	74256
Q80UN9	66966
Q80UP3	104418
Q80V42	70574
Q80V72	76500
Q80VQ0	67689
Q80W57	312382
Q80W94	233549
Q80WB5	76773
Q80WL0	100689440
Q80Z26	316077
Q80ZG2	308451
Q80ZJ1	76108
Q811L6	328329
Q811Q1	315344
Q811Q9	236899
Q816N5	58160177
Q816N5	61582931
Q818Z9	56444785
Q818Z9	61582245
Q81EJ6	56442755
Q81EJ6	61580143
Q81G39	61579624
Q81JI8	59156964
Q81JI8	61737934
Q81JK4	45025275
Q81K32	45025098
Q81K34	45025095
Q81K97	45024714
Q81KF3	59158906
Q81KF3	61736366
Q81L07	59154831
Q81L07	61736142
Q81LZ8	45024115
Q81P72	45022761
Q81PP9	45022594
Q81PT0	45022561
Q81QQ0	45022247
Q81R98	45022063
Q81RQ4	45021908
Q81RR3	56651769
Q81S73	45021740
Q81SV8	45021510
Q81SV8	61736675
Q81TP1	45021230
Q81VN7	61739748
Q81W29	45020047
Q81WF0	45023717
Q81WN7	59155706
Q81WN7	61735359
Q81X16	45025031
Q81X74	58159342
Q81X74	61583252
Q81YD8	45023343
Q81ZH5	45020350
Q81ZH7	45020348
Q820T1	60894810
Q82ZZ9	60894824
Q831B2	60894603
Q83417	2952508
Q834R3	60893881
Q834U8	60893840
Q837U7	60893028
Q838D6	60892923
Q838N5	60892850
Q838S1	60892816
Q839J7	60892670
Q83A63	1209960
Q83AQ8	1209733
Q83DM8	1208557
Q83JZ4	1025700
Q83YZ2	56810378
Q841S7	55474257
Q842S4	56808867
Q84424	918242
Q84BQ9	3168879
Q84DC4	45526284
Q84J75	831094
Q84JA6	834426
Q84JH5	4332373
Q84JH7	841439
Q84KJ5	832554
Q84LB2	103446592
Q84LF2	109241781
Q84LK3	4345606
Q84MD8	828232
Q84NP3	4344389
Q84P54	543873
Q84Q89	4332335
Q84ST4	4333604
Q84T18	102577575
Q84UC1	25486062
Q84UE6	542679
Q84UH4	107819842
Q84UU4	832461
Q84V66	101208382
Q84VV0	825052
Q84VV6	827357
Q84VX0	842023
Q84VZ1	844318
Q84WG0	814733
Q84WW2	832511
Q84X83	100037456
Q84X84	547715
Q84ZN6	4342699
Q84ZW8	541974
Q851G2	4333365
Q851K9	4333799
Q851M0	4334711
Q852V1	16511452
Q853C0	1259772
Q859R8	956196
Q85G35	845020
Q86A17	8618582
Q86A84	8619373
Q86AD9	8618040
Q86BA1	41225
Q86PD7	40270
Q86SG7	254773
Q86TI2	91039
Q86TU7	84193
Q86U44	56339
Q86UL3	137964
Q86UY6	79829
Q86V24	79602
Q86VF5	346606
Q86W50	79066
Q86W56	670
Q86W56	8505
Q86WT6	140691
Q86WU2	197257
Q86X55	10498
Q86XF0	200895
Q86XP1	160851
Q86Y97	84787
Q86YH6	57107
Q877C5	2762396
Q877C6	2761363
Q877G8	2761905
Q87E36	58016038
Q87KT6	57819534
Q87KT6	61530642
Q87V72	1186754
Q87W57	1186391
Q880Z0	1184662
Q883P5	1183956
Q885D4	1183546
Q887Q3	1182874
Q887Z4	1182772
Q888H1	1182687
Q88AH6	1182023
Q88B12	1181829
Q88B90	1181737
Q88BB5	1181710
Q88BN6	1187322
Q88DE8	61771362
Q88ER1	49869977
Q88U67	57026049
Q88VJ8	57025601
Q88YH3	57024494
Q890V3	24253829
Q899Y1	24255242
Q89CN5	46494692
Q89EN5	46494002
Q89FN7	46493634
Q89KG1	46491952
Q89QH2	46490196
Q89VI2	46488332
Q89XJ6	46495464
Q89XR0	46495398
Q89YR9	60925835
Q89YS4	60925830
Q89ZI2	60925570
Q8A109	60925037
Q8A146	60924991
Q8A186	60924951
Q8A1E9	60924886
Q8A1G3	60924867
Q8A2J3	60924492
Q8A3J6	60924141
Q8A3Z0	60923995
Q8A5V9	60928115
Q8A710	60927703
Q8A711	60927702
Q8A712	60927701
Q8A8X4	60927018
Q8A8Y4	60927008
Q8A904	60926989
Q8A947	60926946
Q8A9M2	60926762
Q8A9Z1	60926636
Q8AAK6	60926418
Q8AAK9	60926415
Q8AVH2	380055
Q8BFW6	215446
Q8BGD5	78070
Q8BGN3	320981
Q8BH00	237320
Q8BH69	109079
Q8BI55	101320
Q8BJ64	218865
Q8BJQ9	234356
Q8BLI4	212898
Q8BML1	320878
Q8BNJ2	240913
Q8BP74	214580
Q8BRK8	108079
Q8BTY1	70266
Q8BUG2	338403
Q8BUY9	225467
Q8BVE8	107823
Q8BVQ9	19181
Q8BW72	230674
Q8BWD2	271424
Q8BWT1	52538
Q8BWZ3	231713
Q8BYI6	270084
Q8BZA9	319801
Q8BZH1	331046
Q8C0I1	228061
Q8C0N2	231510
Q8C0T9	271639
Q8C129	240028
Q8C172	241447
Q8C196	227231
Q8C1A5	50492
Q8C1F4	78752
Q8C2B3	56233
Q8C3P7	56335
Q8C9W3	216725
Q8CC86	223646
Q8CDA1	101490
Q8CE90	26400
Q8CF93	271786
Q8CG70	14789
Q8CG71	210530
Q8CG72	100206
Q8CGC7	107508
Q8CGU9	317675
Q8CGY8	108155
Q8CHK7	100135582
Q8CHT0	212647
Q8CIG3	218214
Q8CIH5	234779
Q8CIW5	226153
Q8CJI8	1096996
Q8CJQ1	1101373
Q8CJX0	1098771
Q8CJY0	1098432
Q8CK02	1097667
Q8CNI0	50018169
Q8DN83	60232647
Q8DN83	61431124
Q8DNE6	60233061
Q8DNZ8	60234380
Q8DNZ8	61429516
Q8DPI4	60233520
Q8DPU8	60233385
Q8DQQ1	60232649
Q8DQT1	60233487
Q8DR24	60233465
Q8DR24	61430560
Q8DR51	60232783
Q8DR77	60234090
Q8DRB3	60232682
Q8DRB3	61430680
Q8DRL6	60234107
Q8DRS5	57966468
Q8DSF4	57966749
Q8DTC4	57965208
Q8DTV2	57965381
Q8DVK8	57966038
Q8DWE6	57966343
Q8E378	61439046
Q8E3E8	61438973
Q8E5N5	61438232
Q8EZA6	61143025
Q8F2M2	61144582
Q8FBQ3	61643997
Q8FZW3	45052377
Q8FZW3	55591017
Q8G2R2	45051388
Q8G2R2	55590035
Q8GCH2	58012962
Q8GGG1	45233297
Q8GRX1	841169
Q8GS16	102578034
Q8GS60	839472
Q8GT20	107814928
Q8GTJ0	103445478
Q8GTQ6	103451952
Q8GTY0	836161
Q8GTY0	837307
Q8GTY0	837308
Q8GTY0	837309
Q8GUK6	830014
Q8GUK7	828856
Q8GUQ8	829641
Q8GV43	818602
Q8GW27	836098
Q8GWG0	836183
Q8GWT4	829240
Q8GXJ1	821382
Q8GXV5	827413
Q8GY88	830108
Q8GYB8	844002
Q8GYL3	819876
Q8GYT9	823954
Q8GYW8	817053
Q8GZD8	544277
Q8GZT7	106451802
Q8H0W1	822055
Q8H0W2	823594
Q8H116	821668
Q8H133	829102
Q8H183	836558
Q8H1D8	837984
Q8H1D9	831369
Q8H1E2	835945
Q8H1F7	839204
Q8H1H6	102577453
Q8H1H9	842580
