"","uniprot","reaction","entrez"
"512","A5A6S2","ID	1.14.11.4|ID	2.4.1.66",100101242
"513","A5A6S3","ID	1.14.11.4",100101243
"514","A5ABL2","ID	3.2.1.7",4984551
"515","A5D9D1","ID	3.5.1.92",534929
"516","A5DHM6","ID	3.2.1.7",5127324
"517","A5DNB9","ID	2.4.1.173",5124822
"518","A5F5R2","ID	3.2.2.16|ID	3.2.2.9",57740987
"519","A5F5X0","ID	7.2.1.1",57740915
"520","A5F5Y3","ID	2.7.1.180",57740910
"521","A5F5Y4","ID	7.2.1.1",57740911
"522","A5HBL2","ID	2.1.1.224",61510113
"523","A5HIF6","ID	1.1.1.100",49867707
"524","A5HZZ9","ID	3.4.24.69",56879027
"525","A5JSJ3","ID	2.3.2.13",57939210
"526","A5JV19","ID	1.14.15.21",544162
"527","A5JZ19","ID	1.14.99.29",5476266
"528","A5K1A2","ID	2.3.1.97",5476134
"529","A5K1Z8","ID	2.7.1.35",5475474
"530","A5K3U9","ID	3.4.11.1",5475228
"531","A5K7H9","ID	3.4.11.18",5473754
"532","A5K817","ID	2.2.1.7",5473443
"533","A5K867","ID	2.1.1.103",5473493
"534","A5K8L9","ID	2.1.2.1",5473173
"535","A5K8X6","ID	5.2.1.8",5473280
"536","A5PLL7","ID	1.14.19.77",387521
"537","A5PLL7","ID	1.14.19.77",387522
"538","A5U0Y6","ID	5.3.1.9",45424915
"539","A5U4N0","ID	2.7.1.20",45426178
"540","A5U6Y7","ID	3.2.2.28",45426965
"541","A5U8X0","ID	5.6.2.1",45427643
"542","A5UJ76","ID	1.5.1.40",5215734
"543","A5UK38","ID	6.3.4.16",5216509
"544","A5UL43","ID	2.4.99.18",5216103
"545","A5UMI1","ID	1.5.98.1",5217296
"546","A5UP31","ID	3.4.21.53",5216598
"547","A5VK58","ID	2.4.2.6",61232965
"548","A5VMB2","ID	4.2.1.30",61233755
"549","A5XCL5","ID	2.7.7.9",39065
"550","A5YKM2","ID	2.7.4.1",45426973
"551","A5YKM2","ID	2.7.4.1",887482
"552","A5YM72","ID	6.3.2.11",57571
"553","A5YT86","ID	2.5.1.47",100101899
"554","A5YT88","ID	2.5.1.47",100101900
"555","A5YVV2","ID	1.14.16.2",654918
"556","A5YVX3","ID	3.2.1.52",659187
"557","A5YVX4","ID	3.2.1.52",658249
"558","A5YVX5","ID	3.2.1.52",659369
"559","A5YVX6","ID	3.2.1.52",656027
"560","A5YW95","ID	3.1.1.32",107861186
"561","A6H757","ID	3.1.3.106",515738
"562","A6H7I5","ID	3.6.5.5",511691
"563","A6KWY5","ID	1.1.1.414",5301192
"564","A6KYS6","ID	4.4.1.21",5301862
"565","A6M020","ID	4.1.1.4",56753227
"566","A6M970","ID	3.5.1.28",5247193
"567","A6M9A2","ID	2.1.1.45",5247241
"568","A6MH32","ID	1.4.3.13",568839
"569","A6MH33","ID	1.4.3.13",336266
"570","A6MH34","ID	1.4.3.13",567769
"571","A6MH35","ID	1.4.3.13",100124531
"572","A6MHS2","ID	1.15.1.1",61583547
"573","A6NK06","ID	4.1.1.6",730249
"574","A6PZ97","ID	3.2.1.17",100136420
"575","A6QLR2","ID	6.1.1.4",509429
"576","A6TGG1","ID	1.1.1.86",56982227
"577","A6UQ69","ID	2.4.99.18",5325637
"578","A6UW80","ID	1.1.1.86",5326459
"579","A6UWW3","ID	2.4.99.18",5326993
"580","A6VH10","ID	2.4.99.18",5327951
"581","A6XJQ9","ID	4.4.1.21",61533357
"582","A6Y8N2","ID	1.14.18.2",100750220
"583","A6YM33","ID	4.1.1.31",8269491
"584","A6YQV2","ID	5.3.3.2",41712663
"585","A6YSL1","ID	3.1.26.3",100125654
"586","A7AS98","ID	6.1.1.17",5479219
"587","A7AW73","ID	1.8.1.9",5477085
"588","A7B4V1","ID	1.1.1.201",57433518
"589","A7BFV6","ID	2.3.1.50",62767497
"590","A7E8M5","ID	4.99.1.6",5493319
"591","A7E948","ID	3.2.1.4",5493138
"592","A7ESB3","ID	3.7.1.1",5486769
"593","A7F2C9","ID	4.1.99.3",5483195
"594","A7F519","ID	2.7.13.3",5482414
"595","A7F6T4","ID	4.2.1.94",5481755
"596","A7I4W0","ID	2.4.99.18",5410966
"597","A7I7L6","ID	2.4.99.18",5410381
"598","A7K9F4","ID	4.2.1.46",5470255
"599","A7L745","ID	2.4.1.203",18622451
"600","A7L861","ID	1.14.14.17",100113409
"601","A7LCI9","ID	1.14.19.1",101834849
"602","A7LCJ0","ID	1.14.19.1",101835362
"603","A7LCJ5","ID	1.14.11.13",102577495
"604","A7LCL1","ID	1.14.13.244|ID	1.14.14.20",48581412
"605","A7LGK0","ID	1.1.1.202",61334786
"606","A7LH87","ID	3.1.3.24",102577786
"607","A7LLT8","ID	1.1.99.1",61752210
"608","A7LM75","ID	3.4.22.1",106052689
"609","A7LRK2","ID	3.1.4.45",29455814
"610","A7M0J4","ID	3.2.1.197",29454459
"611","A7MD59","ID	1.14.14.18",100002875
"612","A7ME71","ID	2.3.1.241",56731100
"613","A7PQW3","ID	3.2.1.39",100265368
"614","A7RFF0","ID	1.13.11.11",5521889
"615","A7SDW8","ID	1.13.11.52",5509616
"616","A7TPK2","ID	6.1.1.7",5543902
"617","A7TRK4","ID	6.1.1.7",5543148
"618","A7TWS8","ID	2.4.1.22",102735532
"619","A7U483","ID	1.14.14.19",796487
"620","A7U8C7","ID	4.1.1.11",100124592
"621","A7U8C8","ID	4.1.1.28",662962
"622","A7UX13","ID	4.4.1.36",5847244
"623","A7WPL7","ID	3.4.21.39",100135503
"624","A7XNI2","ID	3.2.2.24",56451757
"625","A7XRY8","ID	2.6.1.28",2868782
"626","A7XRY8","ID	2.6.1.28",2868787
"627","A7XZV1","ID	3.1.2.14",105639285
"628","A7ZS61","ID	2.7.7.8",61752000
"629","A7ZWB7","ID	2.7.4.22",61754845
"630","A8A8E8","ID	2.4.99.18",5562820
"631","A8A8J4","ID	2.7.7.7",5561702
"632","A8AA25","ID	4.2.1.120",5562914
"633","A8AAX2","ID	1.3.1.13",5561892
"634","A8AC72","ID	1.15.1.2",5563114
"635","A8AQF2","ID	4.2.1.10",61137503
"636","A8B1V5","ID	2.6.1.1",5702755
"637","A8BB85","ID	2.7.2.2",5701142
"638","A8BBP6","ID	6.2.1.45",5700939
"639","A8BGX2","ID	2.7.8.5",5699896
"640","A8BIC5","ID	2.7.7.1|ID	2.7.7.18",5699709
"641","A8BJJ7","ID	2.7.7.64|ID	2.7.7.9",5699477
"642","A8BQJ3","ID	3.1.26.3",5698409
"643","A8BR89","ID	6.1.1.15",5698225
"644","A8BWM5","ID	3.1.1.31",5697311
"645","A8DEZ8","ID	5.1.1.4",57296872
"646","A8E7C8","ID	2.4.1.174",560826
"647","A8GTI9","ID	2.1.2.1",45539639
"648","A8HG48","ID	7.4.2.1",100037972
"649","A8HMC4","ID	1.14.19.35",5715517
"650","A8I0K9","ID	1.8.5.1",5723931
"651","A8I7P5","ID	6.6.1.1",5726444
"652","A8IAN1","ID	2.2.1.1",5727287
"653","A8IFQ7","ID	2.1.1.104",100134898
"654","A8IJ34","ID	2.1.1.142|ID	2.1.1.143|ID	2.1.1.41",5716379
"655","A8IKQ0","ID	3.1.3.11",5716571
"656","A8INZ7","ID	2.3.1.158|ID	2.3.1.20",5717003
"657","A8IQB8","ID	1.14.19.2",5717289
"658","A8IQR3","ID	3.2.1.68",5717341
"659","A8IRK4","ID	3.1.3.37",5717440
"660","A8IW39","ID	2.6.1.83",5718617
"661","A8IYP4","ID	2.7.1.19",5719722
"662","A8J110","ID	2.3.1.158|ID	2.3.1.20",5720553
"663","A8J2S9","ID	3.1.1.14",5721184
"664","A8J3M3","ID	1.3.3.6",5721471
"665","A8J4P1","ID	1.7.7.1",5722281
"666","A8J4S9","ID	3.2.1.28",410795
"667","A8J6Y8","ID	1.18.1.2",5722854
"668","A8J7E8","ID	4.1.1.17",5723008
"669","A8J933","ID	2.6.1.11",5723573
"670","A8JAW5","ID	2.7.8.41 ()",5724678
"671","A8JC04","ID	2.7.2.3",5725034
"672","A8JE91","ID	5.6.1.7",5726659
"673","A8JEJ8","ID	2.7.8.5",5726735
"674","A8JI60","ID	1.6.5.2 ()|ID	7.1.1.2",5729168
"675","A8LV05","ID	3.1.1.14",5705625
"676","A8MBU0","ID	2.4.99.18",5708586
"677","A8MPS7","ID	3.5.1.105",150223
"678","A8MQH1","ID	3.6.1.1|ID	7.1.3.1",838138
"679","A8N2G5","ID	3.2.1.39|ID	3.2.1.6",6005414
"680","A8N2Z2","ID	3.2.1.58",6005653
"681","A8N3P5","ID	1.10.3.2",6005942
"682","A8N8Z1","ID	5.4.2.2",6007790
"683","A8NBN1","ID	1.13.12.9",6008713
"684","A8NE23","ID	4.2.3.125|ID	4.2.3.126",6009414
"685","A8NIX3","ID	3.2.1.21",6010598
"686","A8NNP9","ID	3.2.1.58",6011699
"687","A8NS89","ID	3.1.3.12",6096670
"688","A8NU13","ID	4.2.3.127|ID	4.2.3.128|ID	4.2.3.129",6012899
"689","A8NVR5","ID	3.2.1.39",6013290
"690","A8P7P2","ID	3.2.1.96",6016016
"691","A8PUY1","ID	3.1.1.79",5856510
"692","A8PUY5","ID	3.1.1.79",5856512
"693","A8PYK0","ID	1.6.2.4",5855801
"694","A8Q3I7","ID	1.14.13.70 (transferred to EC 1.14.14.154)|ID	1.14.14.154",5854926
"695","A8QCW4","ID	3.1.1.79",5853193
"696","A8QDF0","ID	3.1.1.79",5853009
"697","A8QMW6","ID	3.4.21.62",28887448
"698","A8QW53","ID	2.1.1.240",8080259
"699","A8R9L0","ID	3.1.3.32",5783789
"700","A8RRU3","ID	1.14.20.4",11436267
"701","A8TUB4","ID	1.2.3.1",100126538
"702","A8TUC0","ID	1.2.3.1",100126537
"703","A8UGP3","ID	1.13.11.53",102577691
"704","A8W790","ID	2.4.1.211",56593229
"705","A8W7G1","ID	2.7.7.48",8355994
"706","A8WCU3","ID	6.3.1.2",107962250
"707","A8WEL5","ID	5.5.1.4",106756346
"708","A8WEN5","ID	3.1.1.3",431066
"709","A8WGA0","ID	1.14.19.53",558396
"710","A8YPP2","ID	3.2.1.15",58134821
"711","A9A677","ID	3.4.23.52",5739084
"712","A9A9N9","ID	2.4.99.18",5739038
"713","A9C3R8","ID	3.1.1.64",100004076
"714","A9C3R9","ID	3.1.1.64",100002865
"715","A9CG65","ID	4.1.1.96",56373551
"716","A9CG66","ID	1.5.1.43",56373550
"717","A9CK16","ID	3.5.4.33 ()",56371307
"718","A9CQM6","ID	5.4.2.10",61440281
"719","A9JPD4","ID	2.3.1.7",100127351
"720","A9LDD9","ID	2.1.2.1",100144628
"721","A9LRT6","ID	2.3.3.10",100134904
"722","A9LRT7","ID	5.3.3.2",100134905
"723","A9NG65","ID	2.4.1.31",41338891
"724","A9P830","ID	2.1.1.68",7493466
"725","A9PF83","ID	2.1.1.274 ()",7480140
"726","A9PL23","ID	3.2.1.15",107926247
"727","A9QH69","ID	1.1.3.15|ID	1.1.3.2",61460159
"728","A9QNE7","ID	1.14.14.137",100136887
"729","A9QXF0","ID	2.4.1.21",100136828
"730","A9U908","ID	1.15.1.1",61906001
"731","A9UK00","ID	2.7.12.2",100136944
"732","A9ULF7","ID	2.7.11.2",100135009
"733","A9UVU0","ID	1.13.11.52",5890055
"734","A9V766","ID	1.13.11.11",5893793
"735","A9XK92","ID	3.1.2.14",8279047
"736","A9XUG5","ID	3.1.2.14",8278580
"737","A9XUG7","ID	1.3.1.38|ID	1.3.1.93",107959873
"738","A9XUG8","ID	1.3.1.38|ID	1.3.1.93",107934412
"739","A9YD19","ID	1.2.1.36",447801
"740","A9ZMJ0","ID	1.14.20.6",107814657
"741","B0BMT9","ID	1.8.5.4",691966
"742","B0BNM1","ID	5.1.99.6",295229
"743","B0CN48","ID	2.4.99.8",553510
"744","B0CV22","ID	3.2.1.28",6071948
"745","B0DA99","ID	3.2.1.28",6076200
"746","B0F481","ID	2.6.1.62|ID	6.3.3.3",835863
"747","B0FDL7","ID	2.1.1.143",107957615
"748","B0FDL7","ID	2.1.1.143",107959396
"749","B0FLU6","ID	3.1.1.5",425396
"750","B0I1G6","ID	2.7.1.30",100141426
"751","B0LF77","ID	2.3.1.20",103629820
"752","B0M0V1","ID	2.7.1.30",100141424
"753","B0NAQ4","ID	1.3.1.114",62697204
"754","B0NGC5","ID	5.1.3.30 ()",62694907
"755","B0R4T2","ID	2.4.99.18|ID	2.4.99.21",5953829
"756","B0R7W1","ID	1.16.3.1",5953388
"757","B0R7W1","ID	1.16.3.1",62887690
"758","B0R9W3","ID	3.1.3.1",5954961
"759","B0R9W3","ID	3.1.3.1",62888204
"760","B0UXN0","ID	1.8.3.2",100004382
"761","B0UXS0","ID	1.14.14.18",791518
"762","B0UYE4","ID	2.3.1.26",564424
"763","B1AXV0","ID	1.16.1.10",230235
"764","B1B538","ID	4.1.99.3",100170749
"765","B1GV57","ID	1.14.20.6",830765
"766","B1H189","ID	5.1.3.19",100145321
"767","B1L5S3","ID	2.4.99.18",6094333
"768","B1MG17","ID	2.3.1.31",57083486
"769","B1MG73","ID	3.1.1.14",57083542
"770","B1MKV6","ID	2.3.1.81",57084323
"771","B1MNM5","ID	3.4.13.22",57081639
"772","B1N2N4","ID	4.3.1.17",6219398
"773","B1N7J5","ID	1.1.2.8",45524646
"774","B1NYI6","ID	2.4.1.12",104454655
"775","B1NYI7","ID	2.4.1.12",104436967
"776","B1P123","ID	2.1.1.241",100147731
"777","B1PRL6","ID	3.1.3.15",7017190
"778","B1Q002","ID	3.1.3.2",29572688
"779","B1Q3J6","ID	2.1.1.37",4342575
"780","B1VB64","ID	4.2.1.28",61127909
"781","B1VB65","ID	4.2.1.28",61041449
"782","B1VB66","ID	4.2.1.28",62023080
"783","B1VGH1","ID	1.1.3.6",60604099
"784","B1VN59","ID	1.14.99.53",6210644
"785","B1VQY7","ID	6.1.1.2",6209855
"786","B1VZT1","ID	2.7.1.2",6210951
"787","B1X8P9","ID	1.3.5.2",61754035
"788","B1XB41","ID	3.1.26.3",61753430
"789","B1XCS0","ID	3.6.1.22|ID	3.6.1.45",61754361
"790","B2AAQ0","ID	3.5.1.41",6197237
"791","B2AM55","ID	1.7.3.1",6189407
"792","B2AVF1","ID	1.14.99.54",6192283
"793","B2B3C0","ID	3.2.1.78",6194921
"794","B2B629","ID	1.14.99.54",6195934
"795","B2BBY6","ID	1.2.1.8",105640440
"796","B2C6G4","ID	3.5.1.99",158584
"797","B2CMA5","ID	4.4.1.21",57937957
"798","B2D2I4","ID	1.14.14.19|ID	1.14.14.32",103387725
"799","B2DCQ0","ID	2.1.1.325",662961
"800","B2DD57","ID	3.2.1.26",100145905
"801","B2GUW3","ID	3.5.1.98",297453
"802","B2GV06","ID	2.8.3.5",690163
"803","B2GV72","ID	1.1.1.184",304078
"804","B2GVM7","ID	1.14.20.6",836477
"805","B2KL34","ID	3.2.1.151",107911611
"806","B2KS63","ID	2.4.1.58",9135902
"807","B2KSJ5","ID	4.2.3.46|ID	4.2.3.62",103493386
"808","B2LUN5","ID	2.4.1.242",103437450
"809","B2LUN6","ID	2.4.1.242",103439436
"810","B2M0R3","ID	2.7.9.4",102577510
"811","B2MUU4","ID	2.4.1.21",100170250
"812","B2MWN0","ID	4.4.1.15",100191113
"813","B2RCV8","ID	1.13.11.71",83875
"814","B2RFX8","ID	2.7.7.6",9653111
"815","B2RH42","ID	1.1.1.335",29255415
"816","B2RK03","ID	2.3.1.8",29256385
"817","B2RKK0","ID	3.4.22.37",29256563
"818","B2RKP0","ID	3.4.21.50",29256602
"819","B2RKU0","ID	3.4.22.37",29256649
"820","B2RL07","ID	4.2.1.1",29256712
"821","B2RLK2","ID	3.4.22.47",29256891
"822","B2RWS6","ID	2.3.1.48",328572
"823","B2RXC2","ID	2.7.1.127",320404
"824","B2RXH2","ID	1.14.11.66",390245
"825","B2RXZ1","ID	3.1.13.4",240023
"826","B2W4L0","ID	3.2.1.58",6342801
"827","B2X050","ID	1.1.1.208",107839158
"828","B2XWS4","ID	2.5.1.27",103646537
"829","B2Z3X2","ID	2.1.1.325",101460349
"830","B2Z9Y3","ID	3.4.19.9",100191133
"831","B2Z9Y4","ID	3.4.19.9",100191134
"832","B2Z9Y5","ID	3.4.19.9",100191135
"833","B2ZGJ1","ID	2.3.1.6",100170938
"834","B2ZSP7","ID	2.4.1.14",102577833
"835","B3A042","ID	3.2.1.14",109717864
"836","B3DKP9","ID	3.4.24.18",565535
"837","B3DN87","ID	2.3.1.225",824859
"838","B3EYB8","ID	3.1.1.79",100169699
"839","B3EYD3","ID	1.6.5.4",778288
"840","B3GK03","ID	3.1.3.93 ()",107795668
"841","B3GQR5","ID	3.2.1.17",101893594
"842","B3GSH5","ID	2.1.1.4",246281
"843","B3IVM0","ID	2.7.1.40",100063687
"844","B3IVM1","ID	2.7.1.40",100063687
"845","B3KYI2","ID	6.3.5.4",18642512
"846","B3L2V1","ID	4.1.1.65",7320008
"847","B3L8G9","ID	2.1.1.103",7322263
"848","B3LF83","ID	4.2.1.92",827215
"849","B3RPG3","ID	1.8.3.2",6750679
"850","B3VCD5","ID	3.4.22.27",100305010
"851","B3VDR8","ID	7.1.2.1",101221564
"852","B3Y023","ID	4.1.1.19",18766643
"853","B4E7Z9","ID	2.3.1.243",56559676
"854","B4E9I9","ID	3.5.1.9",56559163
"855","B4EB35","ID	2.7.1.167",56557496
"856","B4ECY9","ID	2.1.2.1",56557253
"857","B4EE44","ID	3.5.5.1",56557140
"858","B4EFL2","ID	4.2.1.47",56561646
"859","B4EL89","ID	6.2.1.30",56562289
"860","B4EY92","ID	2.7.4.1",6801715
"861","B4F9Q1","ID	1.14.19.2",100191672
"862","B4F9R2","ID	4.1.99.3",100191679
"863","B4FAC0","ID	2.5.1.43",100191831
"864","B4FAJ2","ID	3.1.1.14",100191887
"865","B4FBN5","ID	2.4.1.46",100274282
"866","B4FHU1","ID	5.2.1.12 ()",100194203
"867","B4FJN0","ID	3.1.3.48",100216768
"868","B4FLJ3","ID	1.1.1.42",100217128
"869","B4FVP3","ID	1.14.14.160",100273457
"870","B4G043","ID	1.18.1.2",542713
"871","B4XB31","ID	3.1.3.2",106400440
"872","B4XB31","ID	3.1.3.2",106425865
"873","B4XQ50","ID	4.4.1.21",58257395
"874","B4Y0U1","ID	2.3.1.115",25497522
"875","B4Y9T5","ID	1.11.1.24",20327068
"876","B5AFK3","ID	1.3.1.98",45424443
"877","B5AFK3","ID	1.3.1.98",887169
"878","B5B3R3","ID	2.7.9.4",100191125
"879","B5CY92","ID	3.2.1.178",60971476
"880","B5CY96","ID	3.2.1.178",60971479
"881","B5DC58","ID	2.7.7.48",6866693
"882","B5DFD5","ID	3.4.24.7",300339
"883","B5G4T9","ID	2.4.1.82",101217277
"884","B5GLC7","ID	6.3.3.4",61469724
"885","B5GLC8","ID	3.5.3.22",61469725
"886","B5GMG2","ID	4.2.3.108",61474073
"887","B5IEU6","ID	4.1.2.4",8827093
"888","B5KJG2","ID	5.4.2.11",100188980
"889","B5LAU2","ID	1.6.2.4",107867353
"890","B5LVX3","ID	3.4.22.16",100305012
"891","B5LVX4","ID	3.4.22.15",100305013
"892","B5THH5","ID	2.4.1.242",104593836
"893","B5UB85","ID	1.3.8.4",100190958
"894","B5X582","ID	3.6.4.12",839948
"895","B5XA65","ID	3.2.1.17",100136365
"896","B5XDG2","ID	3.5.3.1",100196287
"897","B6CXF7","ID	3.5.1.28",6964489
"898","B6DVJ7","ID	2.5.1.7",58209617
"899","B6E460","ID	3.4.19.12",100305015
"900","B6ETP1","ID	6.1.1.19",100194418
"901","B6ETP4","ID	2.5.1.87",100286813
"902","B6EXY6","ID	5.4.99.39",844234
"903","B6GX22","ID	3.2.1.59",8311216
"904","B6GZT2","ID	3.2.1.59",8317456
"905","B6HI95","ID	1.1.1.12",8310191
"906","B6HJQ3","ID	3.6.4.7",8314124
"907","B6HLU1","ID	6.3.2.26",8310376
"908","B6JVL2","ID	2.7.7.41",7049572
"909","B6Q5I3","ID	3.5.5.1",7022697
"910","B6QEB3","ID	1.15.1.1",7025073
"911","B6RGY0","ID	3.5.1.88",4324565
"912","B6SBM1","ID	5.5.1.4",101498756
"913","B6SBM2","ID	5.5.1.4",101499706
"914","B6SGJ5","ID	3.6.1.9",100280465
"915","B6SS03","ID	1.3.1.79",100281078
"916","B6ST66","ID	1.14.14.58|ID	1.14.14.59",103631958
"917","B6SU46","ID	2.1.1.277 ()",100281293
"918","B6SUQ7","ID	1.23.5.1",100281366
"919","B6SZW0","ID	1.3.1.75",100281890
"920","B6T563","ID	3.2.2.1",100282231
"921","B6T9B9","ID	3.2.1.55",100282597
"922","B6TSX9","ID	4.2.1.96",100277322
"923","B6YSF3","ID	3.6.1.1",7017647
"924","B6YTA7","ID	2.7.7.6",7017971
"925","B6YTB7","ID	1.8.1.8",7017982
"926","B6YU74","ID	3.4.21.53",7016827
"927","B6YUA8","ID	1.8.1.9",7018642
"928","B6YUE5","ID	5.3.1.1",7018679
"929","B6YVU0","ID	2.4.99.18",7017078
"930","B6YX36","ID	3.1.3.3",7018183
"931","B7EHV0","ID	2.4.1.242",4340018
"932","B7F7B9","ID	2.4.1.14",4328527
"933","B7FQV6","ID	1.14.15.21",7196921
"934","B7FRB8","ID	2.3.1.15",7196650
"935","B7FUG8","ID	1.1.3.15",7198075
"936","B7FUR7","ID	1.14.15.21",7197634
"937","B7FWP2","ID	1.1.99.24",7200211
"938","B7FWR0","ID	2.1.1.9",7200218
"939","B7FYW4","ID	1.14.15.21",7201093
"940","B7G1G6","ID	4.1.1.31",7201832
"941","B7QK46","ID	2.3.2.5",8042451
"942","B7SCZ6","ID	3.2.1.151",108477343
"943","B7SCZ7","ID	3.2.1.151",105802249
"944","B7SU41","ID	2.5.1.6",100217381
"945","B7TX39","ID	3.4.21.92",61706408
"946","B7XH73","ID	1.1.1.27",100057016
"947","B8A0E5","ID	3.5.1.3",100279870
"948","B8A110","ID	1.14.14.58",100279968
"949","B8A2V8","ID	3.5.1.3",100280276
"950","B8A5U5","ID	5.1.3.19",568099
"951","B8BQQ3","ID	2.1.1.162",7442896
"952","B8C1M9","ID	3.5.5.1",7447245
"953","B8CBW8","ID	2.7.7.4",7450567
"954","B8D352","ID	2.4.99.18",7170449
"955","B8GG73","ID	2.4.99.18",7270526
"956","B8H1Z0","ID	1.1.1.175",7329904
"957","B8JMZ1","ID	2.7.7.9",555748
"958","B8MJN2","ID	3.2.1.7",8103389
"959","B8R1K0","ID	1.14.19.3|ID	1.14.19.31|ID	1.14.19.4 ()",100126749
"960","B8XY18","ID	3.1.1.26",100155399
"961","B8XY56","ID	4.6.1.19",791890
"962","B8Y658","ID	3.5.4.9",13388865
"963","B8YB76","ID	1.13.11.5",507496
"964","B8ZJH0","ID	6.3.1.2",40155616
"965","B9A1Q4","ID	2.5.1.36",100301896
"966","B9DFG3","ID	3.6.4.13",843343
"967","B9DGD6","ID	6.2.1.1",833655
"968","B9DIJ2","ID	4.1.3.3",60543910
"969","B9F813","ID	3.1.3.37",4335227
"970","B9GJG7","ID	2.1.1.278 ()",7487519
"971","B9GJT3","ID	1.8.3.1",7495781
"972","B9GRL5","ID	1.1.1.219",7471942
"973","B9H4E1","ID	2.1.1.141",7454371
"974","B9HH87","ID	2.4.2.24",7462594
"975","B9HRH0","ID	2.5.1.21",7494303
"976","B9HUR3","ID	3.1.1.14",7474174
"977","B9I6S9","ID	2.3.1.196",7465614
"978","B9IJ10","ID	2.4.2.24",7467609
"979","B9IPD3","ID	2.1.1.273 ()",7487202
"980","B9JK73","ID	4.1.1.121",60832446
"981","B9KDD4","ID	2.4.99.19",7410986
"982","B9LMS1","ID	2.4.99.18",7400134
"983","B9MK94","ID	2.1.1.113",31773007
"984","B9MKZ8","ID	1.1.1.27",31773267
"985","B9MPC3","ID	2.4.1.18",31771913
"986","B9RC08","ID	2.3.3.10",8265393
"987","B9RDZ7","ID	1.14.19.29",8286702
"988","B9RHX4","ID	4.2.3.8",8259984
"989","B9RXW0","ID	4.2.3.46",8267421
"990","B9S9Z3","ID	4.2.3.13|ID	4.2.3.133",8280754
"991","B9TSP7","ID	1.2.1.42|ID	1.2.1.50",824837
"992","B9TST1","ID	1.14.14.80",102577568
"993","B9W7C4","ID	1.2.1.67",8044531
"994","B9WCR8","ID	2.7.7.3",8046417
"995","B9X0I1","ID	4.1.2.10",103323462
"996","B9X297","ID	4.1.1.8",61108082
"997","B9ZYY6","ID	3.4.17.13",100168405
"998","C0H3U9","ID	4.1.1.61",8302940
"999","C0H3X7","ID	2.3.2.3",8303094
"1000","C0H477","ID	3.6.1.1",9221773
"1001","C0H4F3","ID	3.6.1.17",813022
"1002","C0H5B7","ID	2.7.8.11",813973
"1003","C0H9C1","ID	3.5.3.1",106611485
"1004","C0HJ40","ID	4.3.1.24",100381820
"1005","C0IRH4","ID	2.4.1.207",103423907
"1006","C0IRH7","ID	2.4.1.207",103405470
"1007","C0IRH8","ID	2.4.1.207",103442570
"1008","C0IRH9","ID	2.4.1.207",103405181
"1009","C0IRI0","ID	2.4.1.207",103443198
"1010","C0IRI2","ID	2.4.1.207",103449997
"1011","C0IRI3","ID	2.4.1.207",103429442
"1012","C0KH22","ID	2.4.1.242",104593836
"1013","C0KQW8","ID	2.7.7.48",27209644
"1014","C0KWF5","ID	3.5.1.1",61731106
"1015","C0KZ34","ID	1.23.5.1",543696
"1016","C0LE03","ID	1.1.1.215",57473027
"1017","C0LIR3","ID	3.13.1.1",100301938
"1018","C0LJH4","ID	1.1.1.28",57025607
"1019","C0LLU4","ID	1.6.2.4",107905152
"1020","C0LLU5","ID	1.6.2.4",107942738
"1021","C0LTQ2","ID	3.1.1.4",660128
"1022","C0LZ80","ID	7.3.2.1",100792177
"1023","C0P9J6","ID	1.2.1.19",100302679
"1024","C0PVB3","ID	1.8.3.2",32991
"1025","C0SPF7","ID	1.14.14.128",100286798
"1026","C0SQJ0","ID	4.1.1.28",100301599
"1027","C0ZRJ2","ID	3.4.21.83",61554762
"1028","C1AGW8","ID	3.6.1.22",45427190
"1029","C1E5X2","ID	1.1.1.41",8243358
"1030","C1G1N6","ID	3.4.24.39",22580559
"1031","C1GWV9","ID	3.5.1.49",9098292
"1032","C1IHT9","ID	2.7.11.2",100286778
"1033","C1JCT1","ID	2.7.7.48",7751223
"1034","C1K5M2","ID	2.5.1.28",100316884
"1035","C1K5M3","ID	4.2.3.51",100316883
"1036","C1KH59","ID	2.4.1.38",768123
"1037","C1KKR1","ID	5.1.3.31 ()",57472054
"1038","C1MIM3","ID	1.8.3.2",9680214
"1039","C1MKR5","ID	1.14.19.3",9681525
"1040","C1MQM1","ID	2.3.1.51",9683588
"1041","C3K9U8","ID	3.1.3.23",58731670
"1042","C3TWL9","ID	1.1.1.105",431995
"1043","C3UZD2","ID	7.3.2.1",100786638
"1044","C3VAL3","ID	2.7.1.21",100337530
"1045","C3VD33","ID	2.1.1.71",100301902
"1046","C3VI43","ID	1.1.1.22",6800277
"1047","C3W4Q1","ID	2.5.1.62",107781977
"1048","C3W6G3","ID	3.2.1.18",23308118
"1049","C4B4E7","ID	2.3.1.51",28169
"1050","C4JH04","ID	3.4.24.39",8444615
"1051","C4JK49","ID	3.4.24.39",8440442
"1052","C4JLQ3","ID	3.4.24.39",8444137
"1053","C4JMZ0","ID	3.4.24.39",8437211
"1054","C4KKZ9","ID	3.1.1.2|ID	3.1.1.25|ID	3.1.8.1",7813195
"1055","C4KKZ9","ID	3.1.1.2|ID	3.1.1.25|ID	3.1.8.1",7939304
"1056","C4LSI6","ID	3.4.22.35",3411693
"1057","C4LSN1","ID	2.7.1.23",3411701
"1058","C4LSS0","ID	3.5.3.1",3411304
